# Node-ID	solution type	event type	new arrangement at node	arrangement at parental node
5	exact solution	fission	PF02758 PF05729 | PF13516	PF02758 PF05729 PF13516
5	exact solution	fission	PF02820 PF01530 | PF00536	PF02820 PF01530 PF00536
5	exact solution	fission	PF02892 | PF05699	PF02892 PF05699
5	exact solution	fission	PF03016 | PF09258	PF03016 PF09258
5	exact solution	fission	PF04589 | PF02257	PF04589 PF02257
5	exact solution	fission	PF07648 | PF10591 PF00086	PF07648 PF10591 PF00086
5	exact solution	fission	PF08271 | PF00382 PF07741	PF08271 PF00382 PF07741
5	exact solution	fission	PF08447 | PF12114	PF08447 PF12114
5	exact solution	fission	PF11365 | PF14818	PF11365 PF14818
5	exact solution	fission	PF13287 PF12773 | PF12796	PF13287 PF12773 PF12796
5	exact solution	fission	PF13519 | PF15300	PF13519 PF15300
5	exact solution	fission	PF16332 | PF00685	PF16332 PF00685
5	exact solution	fission	PF16497 | PF07654	PF16497 PF07654
5	exact solution	fusion	PF00017 PF03372 PF00536	PF00017 PF03372 + PF00536
5	exact solution	fusion	PF00018 PF00017 PF07653	PF00018 PF00017 + PF07653
5	exact solution	fusion	PF00018 PF05175	PF00018 + PF05175
5	exact solution	fusion	PF00047 PF00041 PF07714	PF00047 + PF00041 PF07714
5	exact solution	fusion	PF00054 PF02210 PF16184	PF00054 + PF02210 PF16184
5	exact solution	fusion	PF00076 PF12923	PF00076 + PF12923
5	exact solution	fusion	PF00089 PF00431	PF00089 + PF00431
5	exact solution	fusion	PF00092 PF00041 PF01391	PF00092 PF00041 + PF01391
5	exact solution	fusion	PF00095 PF00014	PF00095 + PF00014
5	exact solution	fusion	PF00097 PF00622	PF00097 + PF00622
5	exact solution	fusion	PF00097 PF02263	PF00097 + PF02263
5	exact solution	fusion	PF00132 PF02020	PF00132 + PF02020
5	exact solution	fusion	PF00169 PF00621 PF00169 PF00618 PF00617	PF00169 + PF00621 PF00169 PF00618 PF00617
5	exact solution	fusion	PF00169 PF07679	PF00169 + PF07679
5	exact solution	fusion	PF00240 PF09668	PF00240 + PF09668
5	exact solution	fusion	PF00400 PF01391	PF00400 + PF01391
5	exact solution	fusion	PF00403 PF00080	PF00403 + PF00080
5	exact solution	fusion	PF00479 PF02781 PF01182	PF00479 PF02781 + PF01182
5	exact solution	fusion	PF00498 PF16770	PF00498 + PF16770
5	exact solution	fusion	PF00520 PF11933 PF00520 PF06512 PF00520 PF00612	PF00520 PF11933 PF00520 PF06512 PF00520 + PF00612
5	exact solution	fusion	PF00535 PF13641	PF00535 + PF13641
5	exact solution	fusion	PF00536 PF00225	PF00536 + PF00225
5	exact solution	fusion	PF00610 PF00618 PF00617	PF00610 + PF00618 PF00617
5	exact solution	fusion	PF00611 PF10291	PF00611 + PF10291
5	exact solution	fusion	PF00618 PF00617 PF00130	PF00618 + PF00617 PF00130
5	exact solution	fusion	PF00618 PF00617 PF13202 PF00130	PF00618 + PF00617 PF13202 PF00130
5	exact solution	fusion	PF00753 PF12706	PF00753 + PF12706
5	exact solution	fusion	PF00999 PF00027	PF00999 + PF00027
5	exact solution	fusion	PF01352 PF05699	PF01352 + PF05699
5	exact solution	fusion	PF01390 PF01825 PF00002	PF01390 + PF01825 PF00002
5	exact solution	fusion	PF01403 PF01437 PF00090	PF01403 PF01437 + PF00090
5	exact solution	fusion	PF01429 PF02008	PF01429 + PF02008
5	exact solution	fusion	PF01480 PF00642	PF01480 + PF00642
5	exact solution	fusion	PF01661 PF02825 PF00644	PF01661 + PF02825 PF00644
5	exact solution	fusion	PF01694 PF00627	PF01694 + PF00627
5	exact solution	fusion	PF01715 PF12171	PF01715 + PF12171
5	exact solution	fusion	PF02005 PF00642	PF02005 + PF00642
5	exact solution	fusion	PF02008 PF12851	PF02008 + PF12851
5	exact solution	fusion	PF02023 PF01352	PF02023 + PF01352
5	exact solution	fusion	PF02023 PF01352 PF00096	PF02023 + PF01352 PF00096
5	exact solution	fusion	PF02023 PF13843	PF02023 + PF13843
5	exact solution	fusion	PF02077 PF02104	PF02077 + PF02104
5	exact solution	fusion	PF02816 PF08238	PF02816 + PF08238
5	exact solution	fusion	PF02820 PF00536	PF02820 + PF00536
5	exact solution	fusion	PF03114 PF07653	PF03114 + PF07653
5	exact solution	fusion	PF03190 PF07221	PF03190 + PF07221
5	exact solution	fusion	PF04434 PF13639	PF04434 + PF13639
5	exact solution	fusion	PF05729 PF00400	PF05729 + PF00400
5	exact solution	fusion	PF07145 PF02854	PF07145 + PF02854
5	exact solution	fusion	PF07534 PF01926	PF07534 + PF01926
5	exact solution	fusion	PF07645 PF00100	PF07645 + PF00100
5	exact solution	fusion	PF07645 PF01391	PF07645 + PF01391
5	exact solution	fusion	PF07686 PF00622	PF07686 + PF00622
5	exact solution	fusion	PF07686 PF07679 PF07686	PF07686 PF07679 + PF07686
5	exact solution	fusion	PF07686 PF08205 PF13927 PF00047	PF07686 PF08205 PF13927 + PF00047
5	exact solution	fusion	PF07686 PF13927 PF07686 PF13927	PF07686 PF13927 + PF07686 PF13927
5	exact solution	fusion	PF07686 PF15330	PF07686 + PF15330
5	exact solution	fusion	PF07959 PF00288 PF08544	PF07959 + PF00288 PF08544
5	exact solution	fusion	PF07974 PF00041 PF00147	PF07974 + PF00041 PF00147
5	exact solution	fusion	PF08205 PF13927 PF13895 PF13927	PF08205 PF13927 + PF13895 PF13927
5	exact solution	fusion	PF08711 PF00642	PF08711 + PF00642
5	exact solution	fusion	PF11465 PF13895	PF11465 + PF13895
5	exact solution	fusion	PF12038 PF00534	PF12038 + PF00534
5	exact solution	fusion	PF12075 PF13637 PF13857	PF12075 PF13637 + PF13857
5	exact solution	fusion	PF12171 PF10453	PF12171 + PF10453
5	exact solution	fusion	PF12796 PF00023 PF13637	PF12796 PF00023 + PF13637
5	exact solution	fusion	PF12796 PF00514	PF12796 + PF00514
5	exact solution	fusion	PF12796 PF07724 PF10431	PF12796 + PF07724 PF10431
5	exact solution	fusion	PF12796 PF13637 PF12796 PF07693	PF12796 PF13637 PF12796 + PF07693
5	exact solution	fusion	PF12799 PF13516	PF12799 + PF13516
5	exact solution	fusion	PF12937 PF13229	PF12937 + PF13229
5	exact solution	fusion	PF13445 PF00622	PF13445 + PF00622
5	exact solution	fusion	PF13445 PF01436	PF13445 + PF01436
5	exact solution	fusion	PF13445 PF01485	PF13445 + PF01485
5	exact solution	fusion	PF13499 PF13405	PF13499 + PF13405
5	exact solution	fusion	PF13516 PF14580	PF13516 + PF14580
5	exact solution	fusion	PF13621 PF02008 PF16866 PF00646	PF13621 + PF02008 PF16866 PF00646
5	exact solution	fusion	PF13637 PF13857	PF13637 + PF13857
5	exact solution	fusion	PF13646 PF02985	PF13646 + PF02985
5	exact solution	fusion	PF13646 PF02985 PF13646	PF13646 + PF02985 PF13646
5	exact solution	fusion	PF13649 PF05649 PF01431	PF13649 + PF05649 PF01431
5	exact solution	fusion	PF13847 PF06859	PF13847 + PF06859
5	exact solution	fusion	PF13855 PF01463 PF01582	PF13855 PF01463 + PF01582
5	exact solution	fusion	PF13857 PF13637 PF12796	PF13857 + PF13637 PF12796
5	exact solution	fusion	PF14555 PF13899 PF00789	PF14555 + PF13899 PF00789
5	exact solution	fusion	PF14580 PF00625	PF14580 + PF00625
5	exact solution	fusion	PF15982 PF02466	PF15982 + PF02466
5	exact solution	fusion	PF16860 PF06747	PF16860 + PF06747
5	exact solution	single domain emergence	PF00260	
5	exact solution	single domain emergence	PF00363	
5	exact solution	single domain emergence	PF00414	
5	exact solution	single domain emergence	PF00715	
5	exact solution	single domain emergence	PF00997	
5	exact solution	single domain emergence	PF01099	
5	exact solution	single domain emergence	PF01254	
5	exact solution	single domain emergence	PF01415	
5	exact solution	single domain emergence	PF01500	
5	exact solution	single domain emergence	PF01739	
5	exact solution	single domain emergence	PF02024	
5	exact solution	single domain emergence	PF02059	
5	exact solution	single domain emergence	PF02079	
5	exact solution	single domain emergence	PF02389	
5	exact solution	single domain emergence	PF02947	
5	exact solution	single domain emergence	PF03172	
5	exact solution	single domain emergence	PF03487	
5	exact solution	single domain emergence	PF03823	
5	exact solution	single domain emergence	PF04081	
5	exact solution	single domain emergence	PF04538	
5	exact solution	single domain emergence	PF04579	
5	exact solution	single domain emergence	PF04691	
5	exact solution	single domain emergence	PF04711	
5	exact solution	single domain emergence	PF05014	
5	exact solution	single domain loss		PF01382
5	exact solution	single domain loss		PF03437
5	exact solution	single domain loss		PF03575
5	exact solution	single domain loss		PF10296
5	exact solution	single domain loss		PF13971
5	exact solution	terminal emergence	PF00129 PF07654 PF06623	PF00129 PF07654 
5	exact solution	terminal emergence	PF00751 PF15791	PF00751 
5	exact solution	terminal emergence	PF01023 PF03516	PF01023 
5	exact solution	terminal emergence	PF01108 PF07140	PF01108 
5	exact solution	terminal emergence	PF01352 PF09514	PF01352 
5	exact solution	terminal emergence	PF02257 PF14621	PF02257 
5	exact solution	terminal emergence	PF02865 PF01017 PF02864 PF00017 PF12188	PF02865 PF01017 PF02864 PF00017 
5	exact solution	terminal emergence	PF02865 PF01017 PF02864 PF00017 PF14596	PF02865 PF01017 PF02864 PF00017 
5	exact solution	terminal emergence	PF03523 PF01391 PF00530	 PF01391 PF00530
5	exact solution	terminal emergence	PF03533 PF04406	 PF04406
5	exact solution	terminal emergence	PF03954 PF00059	 PF00059
5	exact solution	terminal emergence	PF07653 PF14603	PF07653 
5	exact solution	terminal emergence	PF08953 PF00400 PF16300 PF08954	PF08953 PF00400 PF16300 
5	exact solution	terminal emergence	PF09004 PF00076 PF13532 PF08241	 PF00076 PF13532 PF08241
5	exact solution	terminal emergence	PF11636 PF00992	 PF00992
5	exact solution	terminal emergence	PF12440 PF01454	 PF01454
5	exact solution	terminal emergence	PF12567 PF00041 PF00102	 PF00041 PF00102
5	exact solution	terminal emergence	PF13240 PF00069	 PF00069
5	exact solution	terminal emergence	PF16801 PF15275	 PF15275
5	exact solution	terminal emergence	PF16840 PF00022	 PF00022
5	exact solution	terminal loss	PF00184	PF00220 PF00184
5	exact solution	terminal loss	PF00362 PF07965 PF08725	PF17205 PF00362 PF07965 PF08725
5	exact solution	terminal loss	PF00658 PF00632	PF11547 PF00658 PF00632
5	exact solution	terminal loss	PF00989 PF08447 PF11413	PF00989 PF08447 PF11413 PF08778
5	exact solution	terminal loss	PF01122	PF01122 PF14478
5	exact solution	terminal loss	PF01296	PF01296 PF06540
5	exact solution	terminal loss	PF01388 PF00628 PF02373 PF02928 PF08429 PF00628	PF02375 PF01388 PF00628 PF02373 PF02928 PF08429 PF00628
5	exact solution	terminal loss	PF01777	PF00467 PF01777
5	exact solution	terminal loss	PF02078 PF02750	PF10581 PF02078 PF02750
5	exact solution	terminal loss	PF02800	PF00044 PF02800
5	exact solution	terminal loss	PF03177	PF08801 PF03177
5	exact solution	terminal loss	PF04111	PF15285 PF04111
5	exact solution	terminal loss	PF05641 PF00013 PF12235 PF16096	PF05641 PF00013 PF12235 PF16096 PF16097
5	exact solution	terminal loss	PF07529 PF00176 PF00271	PF15790 PF07529 PF00176 PF00271
5	exact solution	terminal loss	PF07645 PF00683 PF07645 PF00683 PF07645 PF00683 PF07645	PF00683 PF07645 PF00683 PF07645 PF00683 PF07645 PF00683 PF07645
5	exact solution	terminal loss	PF09162	PF09162 PF02136 PF03943
5	exact solution	terminal loss	PF09162 PF02136	PF09162 PF02136 PF03943
5	exact solution	terminal loss	PF11628	PF11628 PF02189
5	exact solution	terminal loss	PF12885 PF12886	PF12884 PF12885 PF12886
5	exact solution	terminal loss	PF13344	PF13344 PF13242
5	exact solution	terminal loss	PF13919 PF13922	PF05066 PF13919 PF13922
5	exact solution	terminal loss	PF17213	PF15780 PF17213
5	non-ambiguous solution	fission	PF00096 | PF13465 PF00096	PF00096 PF13465 PF00096
5	non-ambiguous solution	fission	PF00307 PF00435 | PF10541	PF00307 PF00435 PF10541
5	non-ambiguous solution	fission	PF00435 | PF10541	PF00435 PF10541
5	non-ambiguous solution	fission	PF01352 PF00096 | PF13465 PF00096	PF01352 PF00096 PF13465 PF00096
5	non-ambiguous solution	fusion	PF00254 PF00515 PF13181	PF00254 + PF00515 PF13181
5	non-ambiguous solution	fusion	PF00254 PF00515 PF13181	PF00254 PF00515 + PF13181
5	non-ambiguous solution	fusion	PF01462 PF13855 PF00560 PF13855	PF01462 PF13855 + PF00560 PF13855
5	non-ambiguous solution	fusion	PF01462 PF13855 PF00560 PF13855	PF01462 PF13855 PF00560 + PF13855
5	non-ambiguous solution	fusion	PF07679 PF13927 PF07714	PF07679 + PF13927 PF07714
5	non-ambiguous solution	fusion	PF07679 PF13927 PF07714	PF07679 PF13927 + PF07714
5	non-ambiguous solution	fusion	PF12796 PF00023 PF12796 PF00536	PF12796 PF00023 + PF12796 PF00536
5	non-ambiguous solution	fusion	PF12796 PF00023 PF12796 PF00536	PF12796 PF00023 PF12796 + PF00536
5	non-ambiguous solution	fusion	PF13181 PF13432 PF00515	PF13181 + PF13432 PF00515
5	non-ambiguous solution	fusion	PF13181 PF13432 PF00515	PF13181 PF13432 + PF00515
5	non-ambiguous solution	fusion	PF13202 PF13499 PF00153	PF13202 + PF13499 PF00153
5	non-ambiguous solution	fusion	PF13202 PF13499 PF00153	PF13202 PF13499 + PF00153
5	non-ambiguous solution	fusion	PF13637 PF12796 PF00023 PF12796	PF13637 + PF12796 PF00023 PF12796
5	non-ambiguous solution	fusion	PF13637 PF12796 PF00023 PF12796	PF13637 PF12796 + PF00023 PF12796
5	non-ambiguous solution	fusion	PF13894 PF00096 PF13909	PF13894 + PF00096 PF13909
5	non-ambiguous solution	fusion	PF13894 PF00096 PF13909	PF13894 PF00096 + PF13909
5	non-ambiguous solution	fusion	PF13895 PF13927 PF13895	PF13895 + PF13927 PF13895
5	non-ambiguous solution	fusion	PF13895 PF13927 PF13895	PF13895 PF13927 + PF13895
5	non-ambiguous solution	fusion	PF13927 PF00041 PF07714	PF13927 + PF00041 PF07714
5	non-ambiguous solution	fusion	PF13927 PF00041 PF07714	PF13927 PF00041 + PF07714
5	non-ambiguous solution	terminal loss	PF01421 PF00090	PF01421 PF00090 PF05986 PF00090
5	non-ambiguous solution	terminal loss	PF01421 PF00090	PF01421 PF00090 PF05986 PF00090 PF08686
5	non-ambiguous solution	terminal loss	PF02170 PF02171	PF05831 PF08699 PF02170 PF02171
5	non-ambiguous solution	terminal loss	PF02170 PF02171	PF08699 PF02170 PF02171
5	non-ambiguous solution	terminal loss	PF08669	PF01266 PF16350 PF01571 PF08669
5	non-ambiguous solution	terminal loss	PF08669	PF01571 PF08669
5	non-ambiguous solution	terminal loss	PF14444	PF14444 PF14443
5	non-ambiguous solution	terminal loss	PF14444	PF14444 PF14443 PF02037
6	exact solution	fission	PF00024 PF00051 | PF00089	PF00024 PF00051 PF00089
6	exact solution	fission	PF00046 | PF03826	PF00046 PF03826
6	exact solution	fission	PF00069 | PF12063	PF00069 PF12063
6	exact solution	fission	PF00069 | PF12474	PF00069 PF12474
6	exact solution	fission	PF00084 | PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084	PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084
6	exact solution	fission	PF00097 PF13765 | PF00622	PF00097 PF13765 PF00622
6	exact solution	fission	PF00168 PF10540 | PF00168	PF00168 PF10540 PF00168
6	exact solution	fission	PF00169 | PF00779 PF00018 PF00017 PF07714	PF00169 PF00779 PF00018 PF00017 PF07714
6	exact solution	fission	PF00225 | PF16183 PF00498	PF00225 PF16183 PF00498
6	exact solution	fission	PF00250 | PF16675 PF16676	PF00250 PF16675 PF16676
6	exact solution	fission	PF00318 | PF16122	PF00318 PF16122
6	exact solution	fission	PF00400 | PF08366 PF08596	PF00400 PF08366 PF08596
6	exact solution	fission	PF00415 PF13540 | PF00415	PF00415 PF13540 PF00415
6	exact solution	fission	PF00431 PF03815 | PF00754	PF00431 PF03815 PF00754
6	exact solution	fission	PF00520 | PF03520	PF00520 PF03520
6	exact solution	fission	PF00751 | PF12374	PF00751 PF12374
6	exact solution	fission	PF00788 | PF00498 PF01843 PF00595	PF00788 PF00498 PF01843 PF00595
6	exact solution	fission	PF01094 PF07562 | PF00003 PF10606	PF01094 PF07562 PF00003 PF10606
6	exact solution	fission	PF01094 | PF07562 PF00003	PF01094 PF07562 PF00003
6	exact solution	fission	PF01202 | PF14821	PF01202 PF14821
6	exact solution	fission	PF01266 PF16350 PF01571 | PF08669	PF01266 PF16350 PF01571 PF08669
6	exact solution	fission	PF01388 PF00628 PF02373 PF02928 PF08429 | PF00628	PF01388 PF00628 PF02373 PF02928 PF08429 PF00628
6	exact solution	fission	PF01392 | PF00057 PF01392 PF00057 PF15494 PF00089	PF01392 PF00057 PF01392 PF00057 PF15494 PF00089
6	exact solution	fission	PF01392 | PF01534	PF01392 PF01534
6	exact solution	fission	PF01404 PF07699 | PF00041 PF14575 PF07714 PF00536	PF01404 PF07699 PF00041 PF14575 PF07714 PF00536
6	exact solution	fission	PF01562 PF01421 PF00090 PF05986 | PF00090 PF08685	PF01562 PF01421 PF00090 PF05986 PF00090 PF08685
6	exact solution	fission	PF01562 | PF13574 PF00200	PF01562 PF13574 PF00200
6	exact solution	fission	PF02008 | PF00628 PF13771 PF05964 PF05965 PF00856	PF02008 PF00628 PF13771 PF05964 PF05965 PF00856
6	exact solution	fission	PF02893 | PF16016	PF02893 PF16016
6	exact solution	fission	PF04438 PF00270 | PF00271	PF04438 PF00270 PF00271
6	exact solution	fission	PF06701 PF00569 PF06701 PF12796 | PF13920	PF06701 PF00569 PF06701 PF12796 PF13920
6	exact solution	fission	PF07159 | PF05994	PF07159 PF05994
6	exact solution	fission	PF07716 | PF06529	PF07716 PF06529
6	exact solution	fission	PF08059 | PF00789	PF08059 PF00789
6	exact solution	fission	PF08079 | PF00327	PF08079 PF00327
6	exact solution	fission	PF08385 PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 | PF03028	PF08385 PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 PF03028
6	exact solution	fission	PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 | PF03028	PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 PF03028
6	exact solution	fission	PF09162 | PF02136 PF03943	PF09162 PF02136 PF03943
6	exact solution	fission	PF10524 PF03165 | PF00859	PF10524 PF03165 PF00859
6	exact solution	fission	PF11470 | PF00789	PF11470 PF00789
6	exact solution	fission	PF12624 PF16908 | PF16910 PF06650 PF16909 PF09333	PF12624 PF16908 PF16910 PF06650 PF16909 PF09333
6	exact solution	fission	PF12874 | PF16835	PF12874 PF16835
6	exact solution	fission	PF13392 | PF01753	PF13392 PF01753
6	exact solution	fission	PF13445 PF00643 PF13765 | PF00622	PF13445 PF00643 PF13765 PF00622
6	exact solution	fission	PF13543 | PF07714	PF13543 PF07714
6	exact solution	fission	PF13923 | PF16207	PF13923 PF16207
6	exact solution	fission	PF14523 | PF05739	PF14523 PF05739
6	exact solution	fission	PF14604 | PF16618 PF00169 PF00620	PF14604 PF16618 PF00169 PF00620
6	exact solution	fission	PF15492 | PF08314	PF15492 PF08314
6	exact solution	fission	PF16493 | PF05920	PF16493 PF05920
6	exact solution	fission	PF16563 | PF00320	PF16563 PF00320
6	exact solution	fission	PF16680 | PF02189	PF16680 PF02189
6	exact solution	fission	PF17216 | PF00773	PF17216 PF00773
6	exact solution	fission	PF17221 | PF07258	PF17221 PF07258
6	exact solution	fusion	PF00001 PF13853	PF00001 + PF13853
6	exact solution	fusion	PF00018 PF14938	PF00018 + PF14938
6	exact solution	fusion	PF00023 PF12796 PF01734	PF00023 PF12796 + PF01734
6	exact solution	fusion	PF00055 PF00053 PF00041	PF00055 PF00053 + PF00041
6	exact solution	fusion	PF00057 PF01823 PF00084	PF00057 PF01823 + PF00084
6	exact solution	fusion	PF00069 PF13637 PF12796	PF00069 + PF13637 PF12796
6	exact solution	fusion	PF00096 PF13912 PF00096 PF13912 PF00096 PF13912 PF00096 PF13912 PF00096	PF00096 PF13912 PF00096 PF13912 + PF00096 PF13912 PF00096 PF13912 PF00096
6	exact solution	fusion	PF00098 PF00270 PF00271	PF00098 + PF00270 PF00271
6	exact solution	fusion	PF00168 PF10186	PF00168 + PF10186
6	exact solution	fusion	PF00225 PF16183 PF12423 PF12473 PF00169	PF00225 PF16183 PF12423 PF12473 + PF00169
6	exact solution	fusion	PF00270 PF00271 PF04408 PF07717 PF04146	PF00270 PF00271 PF04408 PF07717 + PF04146
6	exact solution	fusion	PF00397 PF00168	PF00397 + PF00168
6	exact solution	fusion	PF00405 PF09439	PF00405 + PF09439
6	exact solution	fusion	PF00514 PF13646	PF00514 + PF13646
6	exact solution	fusion	PF00551 PF02911 PF00171	PF00551 PF02911 + PF00171
6	exact solution	fusion	PF00595 PF14138	PF00595 + PF14138
6	exact solution	fusion	PF00627 PF00567	PF00627 + PF00567
6	exact solution	fusion	PF00787 PF02205	PF00787 + PF02205
6	exact solution	fusion	PF01094 PF00069	PF01094 + PF00069
6	exact solution	fusion	PF01202 PF00406	PF01202 + PF00406
6	exact solution	fusion	PF01352 PF13465 PF00096	PF01352 + PF13465 PF00096
6	exact solution	fusion	PF01391 PF00229	PF01391 + PF00229
6	exact solution	fusion	PF01412 PF13637	PF01412 + PF13637
6	exact solution	fusion	PF01753 PF13181	PF01753 + PF13181
6	exact solution	fusion	PF02010 PF08016	PF02010 + PF08016
6	exact solution	fusion	PF02210 PF00041	PF02210 + PF00041
6	exact solution	fusion	PF03285 PF15304	PF03285 + PF15304
6	exact solution	fusion	PF04072 PF13418	PF04072 + PF13418
6	exact solution	fusion	PF04201 PF10246	PF04201 + PF10246
6	exact solution	fusion	PF05715 PF00168	PF05715 + PF00168
6	exact solution	fusion	PF06573 PF00432	PF06573 + PF00432
6	exact solution	fusion	PF07679 PF00047	PF07679 + PF00047
6	exact solution	fusion	PF07679 PF08205 PF13927 PF00041	PF07679 PF08205 PF13927 + PF00041
6	exact solution	fusion	PF07714 PF12796 PF13606	PF07714 + PF12796 PF13606
6	exact solution	fusion	PF08571 PF13344 PF13242	PF08571 + PF13344 PF13242
6	exact solution	fusion	PF09379 PF00373 PF13920	PF09379 PF00373 + PF13920
6	exact solution	fusion	PF12796 PF00023 PF00651	PF12796 PF00023 + PF00651
6	exact solution	fusion	PF12796 PF07653	PF12796 + PF07653
6	exact solution	fusion	PF12796 PF13606 PF13637	PF12796 PF13606 + PF13637
6	exact solution	fusion	PF13181 PF13431	PF13181 + PF13431
6	exact solution	fusion	PF13424 PF13374 PF13181	PF13424 PF13374 + PF13181
6	exact solution	fusion	PF13424 PF13374 PF13424 PF13374	PF13424 PF13374 + PF13424 PF13374
6	exact solution	fusion	PF13432 PF11701	PF13432 + PF11701
6	exact solution	fusion	PF13516 PF13855	PF13516 + PF13855
6	exact solution	fusion	PF13716 PF00435	PF13716 + PF00435
6	exact solution	fusion	PF13836 PF13894	PF13836 + PF13894
6	exact solution	fusion	PF13920 PF00643 PF00622	PF13920 + PF00643 PF00622
6	exact solution	fusion	PF13927 PF13895 PF13927 PF00041	PF13927 PF13895 + PF13927 PF00041
6	exact solution	fusion	PF14559 PF13923 PF02190	PF14559 + PF13923 PF02190
6	exact solution	fusion	PF14670 PF07645 PF12662 PF07645	PF14670 + PF07645 PF12662 PF07645
6	exact solution	fusion	PF15630 PF03002	PF15630 + PF03002
6	exact solution	fusion	PF15663 PF14608	PF15663 + PF14608
6	exact solution	single domain emergence	PF01527	
6	exact solution	single domain emergence	PF07392	
6	exact solution	single domain emergence	PF15826	
6	exact solution	single domain emergence	PF15837	
6	exact solution	single domain loss		PF00471
6	exact solution	single domain loss		PF00895
6	exact solution	single domain loss		PF01194
6	exact solution	single domain loss		PF01931
6	exact solution	single domain loss		PF02070
6	exact solution	single domain loss		PF03959
6	exact solution	single domain loss		PF04724
6	exact solution	single domain loss		PF04925
6	exact solution	single domain loss		PF05104
6	exact solution	single domain loss		PF05477
6	exact solution	single domain loss		PF05837
6	exact solution	single domain loss		PF06244
6	exact solution	single domain loss		PF06632
6	exact solution	single domain loss		PF07767
6	exact solution	single domain loss		PF07847
6	exact solution	single domain loss		PF08040
6	exact solution	single domain loss		PF08631
6	exact solution	single domain loss		PF08661
6	exact solution	single domain loss		PF08806
6	exact solution	single domain loss		PF09415
6	exact solution	single domain loss		PF09696
6	exact solution	single domain loss		PF09746
6	exact solution	single domain loss		PF09759
6	exact solution	single domain loss		PF09817
6	exact solution	single domain loss		PF10169
6	exact solution	single domain loss		PF10181
6	exact solution	single domain loss		PF10230
6	exact solution	single domain loss		PF10507
6	exact solution	single domain loss		PF10961
6	exact solution	single domain loss		PF11488
6	exact solution	single domain loss		PF12371
6	exact solution	single domain loss		PF12597
6	exact solution	single domain loss		PF12926
6	exact solution	single domain loss		PF14566
6	exact solution	single domain loss		PF14777
6	exact solution	single domain loss		PF14934
6	exact solution	single domain loss		PF14953
6	exact solution	single domain loss		PF14959
6	exact solution	single domain loss		PF14999
6	exact solution	single domain loss		PF15003
6	exact solution	single domain loss		PF15038
6	exact solution	single domain loss		PF15054
6	exact solution	single domain loss		PF15114
6	exact solution	single domain loss		PF15167
6	exact solution	single domain loss		PF15319
6	exact solution	single domain loss		PF15393
6	exact solution	single domain loss		PF15744
6	exact solution	single domain loss		PF15746
6	exact solution	single domain loss		PF15778
6	exact solution	single domain loss		PF15795
6	exact solution	single domain loss		PF15813
6	exact solution	single domain loss		PF16015
6	exact solution	single domain loss		PF16093
6	exact solution	terminal emergence	PF00717 PF10502	PF00717 
6	exact solution	terminal emergence	PF15186 PF00641	 PF00641
6	exact solution	terminal emergence	PF15737 PF00595	 PF00595
6	exact solution	terminal loss	PF00009 PF03143	PF08938 PF00009 PF03143
6	exact solution	terminal loss	PF00058 PF14670 PF00058 PF14670 PF00058 PF00057	PF00058 PF14670 PF00058 PF14670 PF00058 PF14670 PF00058 PF00057
6	exact solution	terminal loss	PF00082 PF01483 PF14843 PF08686	PF16470 PF00082 PF01483 PF14843 PF08686
6	exact solution	terminal loss	PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084	PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084 PF00431 PF00084
6	exact solution	terminal loss	PF00104 PF12743	PF02159 PF00105 PF00104 PF12743
6	exact solution	terminal loss	PF00106 PF13452	PF00106 PF13452 PF01575 PF02036
6	exact solution	terminal loss	PF00122 PF13246 PF08282 PF00689	PF00690 PF00122 PF13246 PF08282 PF00689
6	exact solution	terminal loss	PF00168 PF08151 PF00168 PF08165 PF08150 PF00168	PF00168 PF08151 PF00168 PF08165 PF08150 PF00168 PF16165
6	exact solution	terminal loss	PF00258 PF04055	PF00258 PF04055 PF08608
6	exact solution	terminal loss	PF00271 PF04408 PF00567	PF00270 PF00271 PF04408 PF00567
6	exact solution	terminal loss	PF00362 PF07974 PF07965 PF08725	PF17205 PF00362 PF07974 PF07965 PF08725
6	exact solution	terminal loss	PF00498 PF16508	PF00498 PF16508 PF08599
